cartoon_title,character,start_year,end_year
Gantz,Ryuji Kajiura,2004,2004
Gantz,Sei Sakuraoka,2004,2004
Gantz,Yoshino Uehara,2004,2004
Garbage Pail Kids,Announcer,1988,1988
Garbage Pail Kids,Clogged Duane,1988,1988
Garbage Pail Kids,Elliot Mess,1988,1988
Garbage Pail Kids,Patty Putty,1988,1988
Garbage Pail Kids,Split Kit,1988,1988
Garbage Pail Kids,Terri Cloth,1988,1988
Garfield and Friends,Announcer,1988,1995
Garfield and Friends,Bo,1988,1995
Garfield and Friends,Garfield,1988,1995
Garfield and Friends,Jon Arbuckle,1988,1995
Garfield and Friends,Lanolin,1988,1995
Garfield and Friends,Mama Manicotti,1988,1995
Garfield and Friends,Nermal,1988,1995
Garfield and Friends,Odie,1988,1995
Garfield and Friends,Wade Duck,1988,1995
Gargoyles,Angela,1994,1996
Gargoyles,Broadway,1994,1996
Gargoyles,Bronx,1994,1996
Gargoyles,Brooklyn,1994,1996
Gargoyles,David Xanatos,1994,1996
Gargoyles,Demona,1994,1996
Gargoyles,Elisa Maza,1994,1996
Gargoyles,Goliath,1994,1996
Gargoyles,Hudson,1994,1996
Gargoyles,Lexington,1994,1996
Gargoyles: The Goliath Chronicles,Angela,1996,1997
Gargoyles: The Goliath Chronicles,Broadway,1996,1997
Gargoyles: The Goliath Chronicles,Brooklyn,1996,1997
Gargoyles: The Goliath Chronicles,Cop 1,1996,1997
Gargoyles: The Goliath Chronicles,David Xanatos,1996,1997
Gargoyles: The Goliath Chronicles,Elisa Maza,1996,1997
Gargoyles: The Goliath Chronicles,Goliath,1996,1997
Gargoyles: The Goliath Chronicles,Hudson,1996,1997
Gargoyles: The Goliath Chronicles,Lexington,1996,1997
Gargoyles: The Goliath Chronicles,Margot Yale,1996,1997
Gary and His Demons,Bloody Mary,2018,2018
Gary and His Demons,Gary,2018,2018
Gary and His Demons,Hanley,2018,2018
Gary and His Demons,Leslie,2018,2018
Gary and His Demons,Marito,2018,2018
Gary and His Demons,Michaela,2018,2018
Gary and His Demons,Shapeshifting Demon,2018,2018
Gary and His Demons,Sparkle Latte 22,2018,2018
Gary and His Demons,Steph,2018,2018
Gary and His Demons,Steve,2018,2018
Gary the Rat,April,2003,2003
Gary the Rat,Bud,2003,2003
Gary the Rat,Gary Andrews,2003,2003
Gary the Rat,Gary's Rival,2003,2003
Gary the Rat,Gary's Secretary,2003,2003
Gary the Rat,Jackson Buford Harrison,2003,2003
Gary the Rat,Johnny Horatio Bugz,2003,2003
Gary the Rat,Man in Panda Suit,2003,2003
Gary the Rat,Robert Goulet,2003,2003
Gary the Rat,Truman Pinksdale,2003,2003
Gate,Akira Tomita,2015,2015
Gate,Lelei la Lelena,2015,2015
Gate,Luflus,2015,2015
Gate,Piña Co Lada,2015,2015
Gate,Rory Mercury,2015,2015
Gate,Shino Kuribayashi,2015,2015
Gate,Takeo Kurata,2015,2015
Gate,Tuka Luna Marceau,2015,2015
Gate,Yao Ha Ducy,2015,2015
Gate,Youji Itami,2015,2015
Gen: Lock,Cameron 'Cammie' MacCloud,2019,2019
Gen: Lock,Col. Raquel Marin,2019,2019
Gen: Lock,Dr. Rufus Weller,2019,2019
Gen: Lock,Jodie Brennan,2019,2019
Gen: Lock,Julian Chase,2019,2019
Gen: Lock,Kazu Iida,2019,2019
Gen: Lock,Leon August,2019,2019
Gen: Lock,Miranda Worth,2019,2019
Gen: Lock,Valentina Romanyszyn,2019,2019
Gen: Lock,Yasamin 'Yaz' Madrani,2019,2019
Generator Rex,Agent Six,2010,2013
Generator Rex,Black Knight,2010,2013
Generator Rex,Bobo Haha,2010,2013
Generator Rex,Caesar,2010,2013
Generator Rex,Circe,2010,2013
Generator Rex,Dr. Holiday,2010,2013
Generator Rex,Noah,2010,2013
Generator Rex,Rex,2010,2013
Generator Rex,Van Kleiss,2010,2013
Generator Rex,White Knight,2010,2013
George of the Jungle,George,1967,1970
George of the Jungle,Marigold,1967,1970
George Shrinks,Aunt Eunice,2000,2003
George Shrinks,Becky Lopez,2000,2003
George Shrinks,Cadwell Twin Girl,2000,2003
George Shrinks,Ellen,2000,2003
George Shrinks,George Bernard Shrinks,2000,2003
George Shrinks,Harold Shrinks,2000,2003
George Shrinks,Junior Shrinks,2000,2003
George Shrinks,Mrs. Lopez,2000,2003
George Shrinks,Perdita Shrinks,2000,2003
George Shrinks,Russell Copeland,2000,2003
"George, o Rei da Floresta",Announcer,2007,2008
"George, o Rei da Floresta",Ape,2007,2008
"George, o Rei da Floresta",Big Mitch,2007,2008
"George, o Rei da Floresta",Doctor Scott,2007,2008
"George, o Rei da Floresta",George,2007,2008
"George, o Rei da Floresta",Howler Monkey,2007,2008
"George, o Rei da Floresta",Magnolia,2007,2008
"George, o Rei da Floresta",Parrot Husband,2007,2008
"George, o Rei da Floresta",Ursula,2007,2008
"George, o Rei da Floresta",Witch Doctor,2007,2008
Geronimo Stilton,Benjamin Stilton,2009,2017
Geronimo Stilton,Dutch,2009,2017
Geronimo Stilton,Geronimo Stilton,2009,2017
Geronimo Stilton,Pandora,2009,2017
Geronimo Stilton,Pandora Woz,2009,2017
Geronimo Stilton,Sally Rasmaussen,2009,2017
Geronimo Stilton,Thea Stilton,2009,2017
Geronimo Stilton,Trap Stilton,2009,2017
Geronimo Stilton,William Shortpaw,2009,2017
Get Blake!,Blake Myers,2015,2015
Get Blake!,Carmen De La Cruz,2015,2015
Get Blake!,Dale Myers,2015,2015
Get Blake!,Darla Myers,2015,2015
Get Blake!,Leonard,2015,2015
Get Blake!,Mitch de la Cruz,2015,2015
Get Blake!,Skye Gunderson,2015,2015
Ghost Hunt,Ayako Matsuzaki,2006,2006
Ghost Hunt,Houshou Takigawa,2006,2006
Ghost Hunt,John Brown,2006,2006
Ghost Hunt,Kazuya Shibuya,2006,2006
Ghost Hunt,Kuroda,2006,2006
Ghost Hunt,Lin Kojo,2006,2006
Ghost Hunt,Mai Taniyama,2006,2006
Ghost Hunt,Masako Hara,2006,2006
Ghost Hunt,Ohashi,2006,2006
Ghost Hunt,Yasuhara Osamu,2006,2006
Ghost in the Shell SAC_2045,Aramaki,2020,2020
Ghost in the Shell SAC_2045,Batou,2020,2020
Ghost in the Shell SAC_2045,Ishikawa,2020,2020
Ghost in the Shell SAC_2045,Kusanagi,2020,2020
Ghost in the Shell SAC_2045,Saito,2020,2020
Ghost in the Shell SAC_2045,Smith,2020,2020
Ghost in the Shell SAC_2045,Stan,2020,2020
Ghost in the Shell SAC_2045,Tachikoma,2020,2020
Ghost in the Shell SAC_2045,Teito,2020,2020
Ghost in the Shell SAC_2045,Togusa,2020,2020
Ghostbusters,Apparitia,1986,1987
Ghostbusters,Belfry,1986,1987
Ghostbusters,Eddie Spenser Jr.,1986,1987
Ghostbusters,Jake Kong Jr.,1986,1987
Ghostbusters,Prime Evil,1986,1987
Ghostbusters,Shock Clock,1986,1987
Ghostbusters,Tracy the Gorilla,1986,1987
Gigantor,Dick Strong,1964,1964
Gigantor,Inspector Blooper,1964,1964
Gigantor,Jimmy Sparks,1964,1964
Gigantosaurus,Ayati,2019,2019
Gigantosaurus,Bill,2019,2019
Gigantosaurus,Cror,2019,2019
Gigantosaurus,Ignatius,2019,2019
Gigantosaurus,Marshall,2019,2019
Gigantosaurus,Mazu,2019,2019
Gigantosaurus,Patchy,2019,2019
Gigantosaurus,Rocky,2019,2019
Gigantosaurus,Rugo,2019,2019
Gigantosaurus,Tiny,2019,2019
Gintama,Gintoki Sakata,2005,2018
Gintama,Isao Kondo,2005,2018
Gintama,Kagura,2005,2018
Gintama,Kotaro Katsura,2005,2018
Gintama,Sagaru Yamazaki,2005,2018
Gintama,Shinpachi Shimura,2005,2018
Gintama,Sogo Okita,2005,2018
Gintama,Tae Shimura,2005,2018
Gintama,Taizo Hasegawa,2005,2018
Gintama,Toshiro Hijikata,2005,2018
Girls und Panzer,Anzu Kadotani,2012,2012
Girls und Panzer,Azusa Sawa,2012,2012
Girls und Panzer,Hana Isuzu,2012,2012
Girls und Panzer,Karina Sakaguchi,2012,2012
Girls und Panzer,Mako Reizei,2012,2012
Girls und Panzer,Miho Nishizumi,2012,2012
Girls und Panzer,Momo Kawashima,2012,2012
Girls und Panzer,Saori Takebe,2012,2012
Girls und Panzer,Yukari Akiyama,2012,2012
Girls und Panzer,Yuzu Koyama,2012,2012
Girls' Last Tour,Automaton,2017,2017
Girls' Last Tour,Chito,2017,2017
Girls' Last Tour,Cut,2017,2017
Girls' Last Tour,Ishii,2017,2017
Girls' Last Tour,Kanazawa,2017,2017
Girls' Last Tour,Nuko,2017,2017
Girls' Last Tour,Yuri,2017,2017
Girls' Last Tour,Yuuri,2017,2017
Gleipnir,Chihiro Yoshioka,2020,2020
Gleipnir,Clair,2020,2020
Gleipnir,Ikeuchi,2020,2020
Gleipnir,Isao,2020,2020
Gleipnir,Miku,2020,2020
Gleipnir,Nana,2020,2020
Gleipnir,Sayaka,2020,2020
Gleipnir,Sayaka Koyanagi,2020,2020
Gleipnir,Shuichi,2020,2020
Gleipnir,Shuichi Kagaya,2020,2020
Glenn Martin DDS,Conor Martin,2009,2011
Glenn Martin DDS,Courtney Martin,2009,2011
Glenn Martin DDS,Erasmus,2009,2011
Glenn Martin DDS,Glenn Martin,2009,2011
Glenn Martin DDS,Jackie Martin,2009,2011
Glenn Martin DDS,Wendy Park,2009,2011
Glitch Techs,Bergy,2020,2020
Glitch Techs,Bitt,2020,2020
Glitch Techs,Haneesh,2020,2020
Glitch Techs,High Five,2020,2020
Glitch Techs,Miko,2020,2020
Glitch Techs,Mitch,2020,2020
Glitch Techs,Nix,2020,2020
Glitch Techs,Phil,2020,2020
Glitch Techs,Zahra,2020,2020
"Go Away, Unicorn!",Alice,2018,2018
"Go Away, Unicorn!",Chaz,2018,2018
"Go Away, Unicorn!",Hugo,2018,2018
"Go Away, Unicorn!",Jaded,2018,2018
"Go Away, Unicorn!",Judge,2018,2018
"Go Away, Unicorn!",Mascot,2018,2018
"Go Away, Unicorn!",Mr. Opus,2018,2018
"Go Away, Unicorn!",Ollie,2018,2018
"Go Away, Unicorn!",Pixie,2018,2018
"Go Away, Unicorn!",Unicorn,2018,2018
Go Jetters,Father Christmas,2015,2015
Go Jetters,Foz,2015,2015
Go Jetters,Grandmaster Glitch,2015,2015
Go Jetters,Jetpad,2015,2015
Go Jetters,Kyan,2015,2015
Go Jetters,Lars,2015,2015
Go Jetters,Tala,2015,2015
Go Jetters,Ubercorn,2015,2015
Go Jetters,Xuli,2015,2015
Go Jetters,Yacht Race Commentator,2015,2015
"Go, Diego! Go!",Alicia,2005,2011
"Go, Diego! Go!",Animal SFX,2005,2011
"Go, Diego! Go!",Baby Jaguar,2005,2011
"Go, Diego! Go!",Bobo Brothers,2005,2011
"Go, Diego! Go!",Click,2005,2011
"Go, Diego! Go!",Diego,2005,2011
"Go, Diego! Go!",Rescue Pack,2005,2011
"Go, Diego! Go!",Sammy the Sloth,2005,2011
Goblin Slayer,Dwarf Shaman,2018,2018
Goblin Slayer,Goblin Slayer,2018,2018
Goblin Slayer,High Elf Archer,2018,2018
Goblin Slayer,Lizard Priest,2018,2018
Goblin Slayer,Lizardman Priest,2018,2018
Goblin Slayer,Priestess,2018,2018
Goblin Slayer,Spear Man,2018,2018
God Complex,Cain,2016,2016
God Complex,Fea,2016,2016
God Complex,Gilgamesh,2016,2016
God Complex,Hera,2016,2016
God Complex,Longinus,2016,2016
God Complex,Nemain,2016,2016
God Complex,Supay,2016,2016
God Complex,Throoth,2016,2016
God Eater,Aisha Gauche,2015,2015
God Eater,Daigo Oguruma,2015,2015
God Eater,Eric der Vogelweid,2015,2015
God Eater,Hibari Takeda,2015,2015
God Eater,Lenka Utsugi,2015,2015
God Eater,Lindow Amamiya,2015,2015
God Eater,Soma Schicksal,2015,2015
Gods School,Aphrodite,2018,2018
Gods School,Apollo,2018,2018
Gods School,Ares,2018,2018
Gods School,Artemis,2018,2018
Gods School,Athena,2018,2018
Gods School,Eris,2018,2018
Gods School,Hades,2018,2018
Gods School,Iris,2018,2018
Gods School,Persephone,2018,2018
Gods School,Poseidon,2018,2018
Gofrette,Ellie Coptor,2007,2009
Gofrette,Fudge,2007,2009
Gofrette,Gofrette,2007,2009
Gofrette,Hamlet,2007,2009
Golan the Insatiable,Alexis Beekler,2013,2015
Golan the Insatiable,Carole Beekler,2013,2015
Golan the Insatiable,Dylan Beekler,2013,2015
Golan the Insatiable,Golan,2013,2015
Golan the Insatiable,Keith Knudsen Jr.,2013,2015
Golan the Insatiable,Mayor,2013,2015
Golan the Insatiable,Mrs. Budnick,2013,2015
Golan the Insatiable,Richard,2013,2015
Golden Time,2D-kun,2013,2013
Golden Time,Banri Tada,2013,2013
Golden Time,Chinami Oka,2013,2013
Golden Time,Koko Kaga,2013,2013
Golden Time,Kosshi-senpai,2013,2013
Golden Time,Kouko,2013,2013
Golden Time,Mitsuo Yanagisawa,2013,2013
Golden Time,Nana Hayashida,2013,2013
Golden Time,Nana-senpai,2013,2013
Golgo 13,Agt. Michael Howard,2008,2009
Golgo 13,Announcer,2008,2009
Golgo 13,Blue Fire,2008,2009
Golgo 13,Dave McCartney,2008,2009
Golgo 13,Duke Togo,2008,2009
Golgo 13,Edith,2008,2009
Golgo 13,Elder Sabine,2008,2009
Golgo 13,Golgo 13,2008,2009
Golgo 13,Regan,2008,2009
Good Vibes,Babs,2011,2011
Good Vibes,Jeena,2011,2011
Good Vibes,Lonnie,2011,2011
Good Vibes,Mondo,2011,2011
Good Vibes,Ms. Teets,2011,2011
Good Vibes,Tang,2011,2011
Good Vibes,Turk,2011,2011
Good Vibes,Wadska,2011,2011
Good Vibes,Woodie,2011,2011
Goof Troop,Chainsaw,1992,1993
Goof Troop,Dentist,1992,1993
Goof Troop,Goofy,1992,1993
Goof Troop,Max Goof,1992,1993
Goof Troop,P.J. Pete,1992,1993
Goof Troop,Peg Pete,1992,1993
Goof Troop,Pete,1992,1993
Goof Troop,Pistol Pete,1992,1993
Goof Troop,Spud,1992,1993
Gordon the Garden Gnome,Golo,2005,2005
Gordon the Garden Gnome,Gordon,2005,2005
Gordon the Garden Gnome,Kylie Gnome,2005,2005
Gotham Girls,Barbara Gordon,2000,2000
Gotham Girls,Catwoman,2000,2000
Gotham Girls,Commissioner James Gordon,2000,2000
Gotham Girls,Cops,2000,2000
Gotham Girls,Dora Smithy,2000,2000
Gotham Girls,Dr. Harleen Quinzel,2000,2000
Gotham Girls,Man,2000,2000
Gotham Girls,Poison Ivy,2000,2000
Gotham Girls,TV Announcer,2000,2000
Gotham Girls,Zatanna Zatara,2000,2000
Granblue Fantasy: The Animation,Drang,2017,2017
Granblue Fantasy: The Animation,Eugen,2017,2017
Granblue Fantasy: The Animation,Katalina,2017,2017
Granblue Fantasy: The Animation,Lyria,2017,2017
Granblue Fantasy: The Animation,Rackam,2017,2017
Granblue Fantasy: The Animation,Rosetta,2017,2017
Granblue Fantasy: The Animation,Sierokate,2017,2017
Granblue Fantasy: The Animation,Vyrn,2017,2017
Gravedale High,Blanche,1990,1991
Gravedale High,Cleofatra,1990,1991
Gravedale High,Duzer,1990,1991
Gravedale High,Frankentyke,1990,1991
Gravedale High,Gill Waterman,1990,1991
Gravedale High,Headmistress Crone,1990,1991
Gravedale High,Max Schneider,1990,1991
Gravedale High,Reggie Moonshroud,1990,1991
Gravedale High,Sid,1990,1991
Gravedale High,Vinnie Stoker,1990,1991
Gravity Falls,Deputy Durland,2012,2016
Gravity Falls,Dipper Pines,2012,2016
Gravity Falls,Ford Pines,2012,2016
Gravity Falls,Grenda,2012,2016
Gravity Falls,Grunkle Stan,2012,2016
Gravity Falls,Lazy Susan,2012,2016
Gravity Falls,Mabel Pines,2012,2016
Gravity Falls,Sheriff Blubs,2012,2016
Gravity Falls,Soos,2012,2016
Gravity Falls,Wendy Corduroy,2012,2016
Great Pretender,Abbie,2020,2020
Great Pretender,Abigail Jones,2020,2020
Great Pretender,Cynthia,2020,2020
Great Pretender,Ed,2020,2020
Great Pretender,Edamame,2020,2020
Great Pretender,Kudo,2020,2020
Great Pretender,Laurent,2020,2020
Great Pretender,Laurent Thierry,2020,2020
Great Pretender,Makoto Edamura,2020,2020
Great Pretender,Shi Ohn,2020,2020
Green Eggs and Ham,Chickeraffe,2019,2019
Green Eggs and Ham,Crony 3,2019,2019
Green Eggs and Ham,E.B.,2019,2019
Green Eggs and Ham,Glutz,2019,2019
Green Eggs and Ham,Guy,2019,2019
Green Eggs and Ham,McWinkle,2019,2019
Green Eggs and Ham,Michellee,2019,2019
Green Eggs and Ham,Sam,2019,2019
Green Eggs and Ham,Snerz,2019,2019
Green Lantern: The Animated Series,Appa Ali Apsa,2011,2013
Green Lantern: The Animated Series,Atrocitus,2011,2013
Green Lantern: The Animated Series,Aya,2011,2013
Green Lantern: The Animated Series,Carol Ferris,2011,2013
Green Lantern: The Animated Series,Ganthet,2011,2013
Green Lantern: The Animated Series,Green Lantern,2011,2013
Green Lantern: The Animated Series,Kilowog,2011,2013
Green Lantern: The Animated Series,Razer,2011,2013
Green Lantern: The Animated Series,Sayd,2011,2013
Green Lantern: The Animated Series,Zilius Zox,2011,2013
Gremlins: Secrets of the Mogwai,Elle,2021,2021
Gremlins: Secrets of the Mogwai,Fong Wing,2021,2021
Gremlins: Secrets of the Mogwai,Gizmo,2021,2021
Gremlins: Secrets of the Mogwai,Grandpa,2021,2021
Gremlins: Secrets of the Mogwai,Hon Wing,2021,2021
Gremlins: Secrets of the Mogwai,Riley Greene,2021,2021
Gremlins: Secrets of the Mogwai,Sam Wing,2021,2021
Grizzy and the Lemmings,Grizzy,2017,2017
Grizzy and the Lemmings,Lemmings,2017,2017
Grojband,Allie,2012,2015
Grojband,Bernadette Beff,2012,2015
Grojband,Chance Happening,2012,2015
Grojband,Corey Jaron Riffin,2012,2015
Grojband,Kin Kujira,2012,2015
Grojband,Kon,2012,2015
Grojband,Laney Penn,2012,2015
Grojband,Mayor Mellow,2012,2015
Grojband,Nick Mallory,2012,2015
Grojband,Trina Riffin,2012,2015
Grossology,Abby Archer,2006,2009
Grossology,Harvey Archer,2006,2009
Grossology,Insectiva,2006,2009
Grossology,Lab Rat,2006,2009
Grossology,Lance Boil,2006,2009
Grossology,Paige,2006,2009
Grossology,Petunia Archer,2006,2009
Grossology,The Detective,2006,2009
Grossology,The Director,2006,2009
Grossology,Ty Archer,2006,2009
Growing Up Creepie,Budge,2006,2008
Growing Up Creepie,Carla,2006,2008
Growing Up Creepie,Caroleena,2006,2008
Growing Up Creepie,Chris-Alice,2006,2008
Growing Up Creepie,Creepie,2006,2008
Growing Up Creepie,Dr. Pappas,2006,2008
Growing Up Creepie,George Hollyruller,2006,2008
Growing Up Creepie,Gnat,2006,2008
Growing Up Creepie,Pauly Creecher,2006,2008
Growing Up Creepie,Vincent 'Vinnie' Creecher,2006,2008
Guardian of the Sacred Spirit,Balsa,2007,2007
Guardian of the Sacred Spirit,Chagum,2007,2007
Guardian of the Sacred Spirit,Hyoku,2007,2007
Guardian of the Sacred Spirit,Mon,2007,2007
Guardian of the Sacred Spirit,Shuga,2007,2007
Guardian of the Sacred Spirit,Sun,2007,2007
Guardian of the Sacred Spirit,Taga,2007,2007
Guardian of the Sacred Spirit,Tanda,2007,2007
Guardian of the Sacred Spirit,Yun,2007,2007
Guardian of the Sacred Spirit,Zen,2007,2007
Guardians of the Galaxy,Cosmo,2015,2019
Guardians of the Galaxy,Drax the Destroyer,2015,2019
Guardians of the Galaxy,Gamora,2015,2019
Guardians of the Galaxy,Groot,2015,2019
Guardians of the Galaxy,J'Son,2015,2019
Guardians of the Galaxy,Nebula,2015,2019
Guardians of the Galaxy,Nova Prime,2015,2019
Guardians of the Galaxy,Rocket Raccoon,2015,2019
Guardians of the Galaxy,Star-Lord A.K.A. Peter Quill,2015,2019
Guardians of the Galaxy,Thanos,2015,2019
Guilty Crown,Arisa Kuhoin,2011,2012
Guilty Crown,Ayase,2011,2012
Guilty Crown,Ayase Shinomiya,2011,2012
Guilty Crown,Dan Eagleman,2011,2012
Guilty Crown,Inori Yuzuriha,2011,2012
Guilty Crown,Jun Samukawa,2011,2012
Guilty Crown,Shu Ouma,2011,2012
Guilty Crown,Tsugumi,2011,2012
Gun x Sword,Carman99,2005,2005
Gun x Sword,Joshua Lundgren,2005,2005
Gun x Sword,Michael,2005,2005
Gun x Sword,Nero,2005,2005
Gun x Sword,Priscilla,2005,2005
Gun x Sword,The Claw,2005,2005
Gun x Sword,Van,2005,2005
Gun x Sword,Wendy,2005,2005
Gungrave,'Dr. T' Doctor Tokioka,2003,2004
Gungrave,Alzac Tino,2003,2004
Gungrave,Ballardbird Lee,2003,2004
Gungrave,Bear Walken,2003,2004
Gungrave,Big Daddy,2003,2004
Gungrave,Brandon Heat,2003,2004
Gungrave,Harry MacDowel - 20's,2003,2004
Gungrave,Maria Asagi,2003,2004
Gungrave,Nathan,2003,2004
Guyver: The Bioboosted Armor,Agent,2005,2006
Guyver: The Bioboosted Armor,Agito Makishima,2005,2006
Guyver: The Bioboosted Armor,Guyver I,2005,2006
Guyver: The Bioboosted Armor,Guyver\Sho Fukamachi,2005,2006
Guyver: The Bioboosted Armor,Mizuki Segawa,2005,2006
Guyver: The Bioboosted Armor,Natsuki Taga,2005,2006
Guyver: The Bioboosted Armor,Tetsurô Segawa,2005,2006
Gyakkyô burai Kaiji,Black Suit A,2007,2011
Gyakkyô burai Kaiji,Black Suit B,2007,2011
Gyakkyô burai Kaiji,Black Suit C,2007,2011
Gyakkyô burai Kaiji,Endô,2007,2011
Gyakkyô burai Kaiji,Funai,2007,2011
Gyakkyô burai Kaiji,Ishida,2007,2011
Gyakkyô burai Kaiji,Kaiji Itô,2007,2011
Gyakkyô burai Kaiji,Participant A,2007,2011
Gyakkyô burai Kaiji,Tonegawa,2007,2011
Gyangusuta,Alex,2015,2015
Gyangusuta,Alex Benedetto,2015,2015
Gyangusuta,Chad Adkins,2015,2015
Gyangusuta,Marco Adriano,2015,2015
Gyangusuta,Monroe,2015,2015
Gyangusuta,Nicolas Brown,2015,2015
Gyangusuta,Nina,2015,2015
Gyangusuta,Worick,2015,2015
Gyangusuta,Worick Arcangelo,2015,2015
Hajime no ippo,Aiko Date,2000,2002
Hajime no ippo,Aoki,2000,2002
Hajime no ippo,Appilcant,2000,2002
Hajime no ippo,Genji Kamogawa,2000,2002
Hajime no ippo,Ippo Makunouchi,2000,2002
Hajime no ippo,Referee,2000,2002
Hajime no ippo,Volg's Mother,2000,2002
Hajime no ippo,Yoshio Fujiwara,2000,2002
Hajime no ippo,Young Miyata,2000,2002
Hajime no Ippo: New Challenger,Brian Hawk,2009,2009
Hajime no Ippo: New Challenger,Genji Kamogawa,2009,2009
Hajime no Ippo: New Challenger,Ichiro Miyata,2009,2009
Hajime no Ippo: New Challenger,Ippo Makunochi,2009,2009
Hajime no Ippo: New Challenger,Kumi Mashiba,2009,2009
Hajime no Ippo: New Challenger,Mamoru Takamura,2009,2009
Hajime no Ippo: New Challenger,Manabu Itagaki,2009,2009
Hajime no Ippo: New Challenger,Masaru Aoki,2009,2009
Hajime no Ippo: New Challenger,Ryo Mashiba,2009,2009
Hajime no Ippo: New Challenger,Tatsuya Kimura,2009,2009
Hajime No Ippo: Rising,Bryan Hawk,2013,2013
Hajime No Ippo: Rising,Makunouchi Ippo,2013,2013
Hajime No Ippo: Rising,Takamura Mamoru,2013,2013
Hanazuki: Full of Treasures,Basil Ganglia,2017,2019
Hanazuki: Full of Treasures,Doughy Bunington,2017,2019
Hanazuki: Full of Treasures,Hanazuki,2017,2019
Hanazuki: Full of Treasures,Kiazuki,2017,2019
Hanazuki: Full of Treasures,Kiyoshi,2017,2019
Hanazuki: Full of Treasures,Little Dreamer,2017,2019
Hanazuki: Full of Treasures,Little Unicorns,2017,2019
Hanazuki: Full of Treasures,Maroshi,2017,2019
Hanazuki: Full of Treasures,Purple Hemka,2017,2019
Hanazuki: Full of Treasures,Sleepy Unicorn,2017,2019
Handy Manny,Dusty 'the Saw',2006,2013
Handy Manny,Felipe 'the Phillips Screwdriver',2006,2013
Handy Manny,Flicker 'the Flashlight',2006,2013
Handy Manny,Kelly,2006,2013
Handy Manny,Manny,2006,2013
Handy Manny,Mr. Lopart,2006,2013
Handy Manny,Mrs. Portillo,2006,2013
Handy Manny,Rusty 'the Wrench',2006,2013
Handy Manny,Squeeze 'the Pliers',2006,2013
Handy Manny,Turner 'the Screwdriver',2006,2013
Happy Tree Friends,Cuddles,2000,2000
Happy Tree Friends,Flaky,2000,2000
Happy Tree Friends,Lumpy,2000,2000
Happy Tree Friends,Mr. Pickles,2000,2000
Happy Tree Friends,Nutty,2000,2000
Happy Tree Friends,Petunia,2000,2000
Happy Tree Friends,Pop,2000,2000
Happy Tree Friends,Russel,2000,2000
Happy Tree Friends,Sniffles,2000,2000
Happy Tree Friends,Toothy,2000,2000
Harley Quinn,Batman,2019,2019
Harley Quinn,Clayface,2019,2019
Harley Quinn,Commissioner Gordon,2019,2019
Harley Quinn,Dr. Psycho,2019,2019
Harley Quinn,Frank the Plant,2019,2019
Harley Quinn,Harley Quinn,2019,2019
Harley Quinn,King Shark,2019,2019
Harley Quinn,Kite Man,2019,2019
Harley Quinn,Poison Ivy,2019,2019
Harley Quinn,Sy Borgman,2019,2019
HarmonQuest,Captain Ribs Sanchez,2016,2019
HarmonQuest,Eddie Lizzard,2016,2019
HarmonQuest,James Dean,2016,2019
Harry and His Bucket Full of Dinosaurs,Charles,2005,2008
Harry and His Bucket Full of Dinosaurs,Harry,2005,2008
Harry and His Bucket Full of Dinosaurs,Mom,2005,2008
Harry and His Bucket Full of Dinosaurs,Nana,2005,2008
Harry and His Bucket Full of Dinosaurs,Patsy,2005,2008
Harry and His Bucket Full of Dinosaurs,Pterence,2005,2008
Harry and His Bucket Full of Dinosaurs,Sid,2005,2008
Harry and His Bucket Full of Dinosaurs,Steggy,2005,2008
Harry and His Bucket Full of Dinosaurs,Taury,2005,2008
Harry and His Bucket Full of Dinosaurs,Trike,2005,2008
Harvey Beaks,Claire,2015,2017
Harvey Beaks,Dade,2015,2017
Harvey Beaks,Fee,2015,2017
Harvey Beaks,Foo,2015,2017
Harvey Beaks,Harvey Beaks,2015,2017
Harvey Beaks,Irving Beaks,2015,2017
Harvey Beaks,Kratz,2015,2017
Harvey Beaks,Miriam Beaks,2015,2017
Harvey Beaks,Piri Piri,2015,2017
Harvey Beaks,Princess,2015,2017
"Harvey Birdman, Attorney at Law",Apache Chief,2000,2007
"Harvey Birdman, Attorney at Law",Avenger,2000,2007
"Harvey Birdman, Attorney at Law",Birdgirl,2000,2007
"Harvey Birdman, Attorney at Law",Debbie,2000,2007
"Harvey Birdman, Attorney at Law",Harvey Birdman,2000,2007
"Harvey Birdman, Attorney at Law",Mentok the Mindtaker,2000,2007
"Harvey Birdman, Attorney at Law",Peanut,2000,2007
"Harvey Birdman, Attorney at Law",Phil Ken Sebben,2000,2007
"Harvey Birdman, Attorney at Law",Potamus,2000,2007
"Harvey Birdman, Attorney at Law",X the Eliminator,2000,2007
Harvey Girls Forever!,Audrey,2018,2020
Harvey Girls Forever!,Dot,2018,2020
Harvey Girls Forever!,Fredo,2018,2020
Harvey Girls Forever!,Gerald,2018,2020
Harvey Girls Forever!,Lotta,2018,2020
Harvey Girls Forever!,Lucretia,2018,2020
Harvey Girls Forever!,Melvin,2018,2020
Harvey Girls Forever!,Pinkeye,2018,2020
Harvey Girls Forever!,Richie Rich,2018,2020
Harvey Girls Forever!,Tiny,2018,2020
Hatchimals,Draggle,2017,2017
Hatchimals,Penguala,2017,2017
Hatchimals,Tigrette,2017,2017
Hatchimals,Zebrush,2017,2017
Hatchimals: Pixies,Cheetree,2018,2018
