cartoon_title,character,start_year,end_year
Da Boom Crew,Justin,2004,2005
Loonatics Unleashed,Ace Bunny,2005,2007
Loonatics Unleashed,Danger Duck,2005,2007
Loonatics Unleashed,Lexi Bunny,2005,2007
Loonatics Unleashed,Rev Runner,2005,2007
Loonatics Unleashed,Slam Tasmanian,2005,2007
Loonatics Unleashed,Zadavia,2005,2007
Loonatics Unleashed,Optimatus,2005,2007
Loonatics Unleashed,Sylth Vester,2005,2007
Loonatics Unleashed,Massive,2005,2007
Loonatics Unleashed,Paula Hayes,2005,2007
Transformers: Cybertron,Optimus Prime,2005,2005
Transformers: Cybertron,Lori,2005,2005
Transformers: Cybertron,Coby,2005,2005
Transformers: Cybertron,Vector Prime,2005,2005
Transformers: Cybertron,Hot Shot,2005,2005
Transformers: Cybertron,Red Alert,2005,2005
Transformers: Cybertron,Jetfire,2005,2005
Transformers: Cybertron,Starscream,2005,2005
Transformers: Cybertron,Megatron,2005,2005
Transformers: Cybertron,Bud,2005,2005
Viewtiful Joe,Joe,2004,2005
Viewtiful Joe,Captain Blue Jr.,2004,2005
Viewtiful Joe,Sprocket,2004,2005
Viewtiful Joe,Hulk Davidson,2004,2005
Viewtiful Joe,Biankies,2004,2005
Viewtiful Joe,Silvia,2004,2005
Viewtiful Joe,Fire Leo,2004,2005
Viewtiful Joe,Alastor,2004,2005
Viewtiful Joe,Captain Blue,2004,2005
Viewtiful Joe,Rotten Jack,2004,2005
Spider Riders,Prince Lumen,2005,2007
Spider Riders,Princess Sparkle,2005,2007
Spider Riders,Village girl,2005,2007
Spider Riders,Mantid,2005,2007
Spider Riders,Corona,2005,2007
Spider Riders,Igneous,2005,2007
Spider Riders,Beerain,2005,2007
Spider Riders,Buguese,2005,2007
Spider Riders,Venus,2005,2007
Spider Riders,Hunter Steele,2005,2007
Shaggy & Scooby-Doo Get a Clue!,Robi,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Dr. Phibes,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Shaggy,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Scooby-Doo,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Daphne Blake,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Uncle Albert,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Velma Dinkley,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Chef Francoise,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Bruce,2006,2008
Shaggy & Scooby-Doo Get a Clue!,Chef Sukihari,2006,2008
Monster Allergy,Elena,2006,2006
Monster Allergy,Tiddy,2006,2006
Monster Allergy,Zob,2006,2006
Monster Allergy,Zick,2006,2006
Monster Allergy,Terrence,2006,2006
Monster Allergy,Bombo,2006,2006
Monster Allergy,Greta,2006,2006
Monster Allergy,Timothy,2006,2006
Monster Allergy,Bobby Clash,2006,2006
Monster Allergy,Bim-Bombak,2006,2006
Will & Dewitt,Fred,2007,2007
Will & Dewitt,Wince,2007,2007
Will & Dewitt,Will,2007,2007
Will & Dewitt,Sam,2007,2007
Will & Dewitt,Shelley,2007,2007
Will & Dewitt,Dennis,2007,2007
Will & Dewitt,Dewitt,2007,2007
Will & Dewitt,Mom,2007,2007
Will & Dewitt,Moe,2007,2007
Will & Dewitt,Tricia,2007,2007
Time Squad,Buck Tuddrussel,2001,2003
Time Squad,Larry 3000,2001,2003
Time Squad,Otto Osworth,2001,2003
Time Squad,XJ5,2001,2003
Time Squad,Sigmund Freud,2001,2003
Time Squad,George Washington,2001,2003
Time Squad,Ludwig von Beethoven,2001,2003
Time Squad,Lizzy Borden,2001,2003
Godzilla: The Series,Dr. Nick Tatopoulos,1998,2001
Godzilla: The Series,Mendel Craven,1998,2001
Godzilla: The Series,Randy Hernandez,1998,2001
Godzilla: The Series,Elsie Chapman,1998,2001
Godzilla: The Series,Monique DuPre,1998,2001
Godzilla: The Series,N.I.G.E.L.,1998,2001
Godzilla: The Series,Tony Hicks,1998,2001
Godzilla: The Series,Audrey Timmonds,1998,2001
Godzilla: The Series,Animal Palotti,1998,2001
Godzilla: The Series,Dr. Sopler,1998,2001
Cyborg 009,Professor Isaac Gilmore,2001,2002
Cyborg 009,Cyborg 009,2001,2002
Cyborg 009,Cyborg 003,2001,2002
Cyborg 009,Dr. Isaac Gilmore,2001,2002
Cyborg 009,Cyborg 006,2001,2002
Cyborg 009,Chang Changku,2001,2002
Cyborg 009,Cyborg 007,2001,2002
The Incredible Hulk,The Hulk,1996,1998
The Incredible Hulk,Dr. Bruce Banner,1996,1998
The Incredible Hulk,General Ross,1996,1998
The Incredible Hulk,Gargoyle,1996,1998
The Incredible Hulk,Rick Jones,1996,1998
The Incredible Hulk,The Leader,1996,1998
The Incredible Hulk,Betty Ross,1996,1998
The Incredible Hulk,Gabriel Jones,1996,1998
The Incredible Hulk,She-Hulk,1996,1998
The Incredible Hulk,Major Talbot,1996,1998
The World of Stainboy,Sgt. Glen Dale,2000,2000
The World of Stainboy,Cracker Girl,2000,2000
The World of Stainboy,Stainboy's Father,2000,2000
The World of Stainboy,Boy With Nails In His Eyes,2000,2000
"Mike, Lu & Og",Mike,1999,2001
"Mike, Lu & Og",Og,1999,2001
"Mike, Lu & Og",Lu,1999,2001
"Mike, Lu & Og",Pig,1999,2001
"Mike, Lu & Og",Alfred,1999,2001
"Mike, Lu & Og",Wendel,1999,2001
"Mike, Lu & Og",Bos'n,1999,2001
"Mike, Lu & Og",Captain,1999,2001
"Mike, Lu & Og",Bob Johnson,1999,2001
Rahan - Fils des âges farouches,Rahan,1987,1987
Rahan - Fils des âges farouches,Craô,1987,1987
Rahan - Fils des âges farouches,Rahan enfant,1987,1987
Rahan - Fils des âges farouches,Alona,1987,1987
Rahan - Fils des âges farouches,Chef du village,1987,1987
Adventures of Sonic the Hedgehog,Sonic the Hedgehog,1993,1993
Adventures of Sonic the Hedgehog,Dr. Robotnik,1993,1993
Adventures of Sonic the Hedgehog,Grounder,1993,1993
Adventures of Sonic the Hedgehog,Coconuts,1993,1993
Adventures of Sonic the Hedgehog,Scratch,1993,1993
Adventures of Sonic the Hedgehog,Miles 'Tails' Prower,1993,1993
Adventures of Sonic the Hedgehog,Lawerence,1993,1993
Adventures of Sonic the Hedgehog,Breezie,1993,1993
Adventures of Sonic the Hedgehog,Miss Possum,1993,1993
Adventures of Sonic the Hedgehog,Wes Weasley,1993,1993
The Wonderful Adventures of Nils,Hamster Krümel,1980,1981
The Wonderful Adventures of Nils,Niru no otôsan,1980,1981
The Wonderful Adventures of Nils,Bataki,1980,1981
The Wonderful Adventures of Nils,Gusta,1980,1981
The Wonderful Adventures of Nils,Nils,1980,1981
The Wonderful Adventures of Nils,Carrot,1980,1981
The Wonderful Adventures of Nils,Morten,1980,1981
The Wonderful Adventures of Nils,Akka,1980,1981
The Wonderful Adventures of Nils,Gunnar,1980,1981
The Wonderful Adventures of Nils,Ingrid,1980,1981
"Widget, the World Watcher",Widget,1990,1990
"Widget, the World Watcher",Mega Brain,1990,1990
"Widget, the World Watcher",Brian,1990,1990
"Widget, the World Watcher",Kevin,1990,1990
"Widget, the World Watcher",Mega-Slank,1990,1990
"Widget, the World Watcher",Bob the Poacher,1990,1990
Dr. Zitbag's Transylvania Pet Shop,Horrifido,1994,1997
Dr. Zitbag's Transylvania Pet Shop,Dr. Sidney Zitbag,1994,1997
Dr. Zitbag's Transylvania Pet Shop,Bimbella,1994,1997
Dr. Zitbag's Transylvania Pet Shop,Officer Deadbeat,1994,1997
The Adventures of Tintin,Tintin,1991,1992
The Adventures of Tintin,Le capitaine Haddock,1991,1992
The Adventures of Tintin,Le professeur Tournesol,1991,1992
The Adventures of Tintin,Dupont,1991,1992
The Adventures of Tintin,Dupond,1991,1992
The Adventures of Tintin,Snowy,1991,1992
The Adventures of Tintin,Thompson,1991,1992
The Adventures of Tintin,Thomson,1991,1992
The Adventures of Tintin,Captain Haddock,1991,1992
Space Cobra,Cobra,1982,1983
Space Cobra,Armaroid Lady,1982,1983
Space Cobra,Dominique,1982,1983
Space Cobra,Crystal Boy,1982,1983
Space Cobra,Sandra,1982,1983
Space Cobra,Jane,1982,1983
Space Cobra,Lucia,1982,1983
Space Cobra,Miranda,1982,1983
Richie Rich,Chef Pierre,1996,1996
Richie Rich,Freckles,1996,1996
Richie Rich,Dollar the Dog,1996,1996
Richie Rich,Bascomb,1996,1996
Richie Rich,Irona the Robot Maid,1996,1996
Richie Rich,Mrs. Rich,1996,1996
Richie Rich,Regina Rich,1996,1996
Heidi: A Girl of the Alps,Heidi,1974,1974
Heidi: A Girl of the Alps,Grandfather,1974,1974
Heidi: A Girl of the Alps,Ojisan,1974,1974
Heidi: A Girl of the Alps,Peter,1974,1974
Heidi: A Girl of the Alps,Koe no shutuen,1974,1974
Captain Tsubasa,Koyama,1983,1995
Captain Tsubasa,Genzou Wakabayashi,1983,1995
Captain Tsubasa,Tsubasa Ohzora,1983,1995
Captain Tsubasa,Taki Hajime and El Cid Pierre,1983,1995
Captain Tsubasa,Hikaru Matsuyama,1983,1995
Captain Tsubasa,Carlos Santana,1983,1995
Captain Tsubasa,Kumi,1983,1995
Captain Tsubasa,Juan Diaz,1983,1995
Captain Tsubasa,Rika,1983,1995
Captain Tsubasa,Rui Napoleon,1983,1995
Vicky the Viking,Bullermann,1974,1974
Vicky the Viking,Wickie,1974,1974
Vicky the Viking,Grandpa Ulobe,1974,1974
Vicky the Viking,Snole,1974,1974
Vicky the Viking,Halvar,1974,1974
Vicky the Viking,Foxe,1974,1974
Vicky the Viking,Chicchi,1974,1974
Vicky the Viking,Golm,1974,1974
Nobody's Boy Remi,Remi,1977,1978
Frutas e Companhia,Gazpacho,1990,1990
Frutas e Companhia,Mochilo,1990,1990
Frutas e Companhia,Pincho,1990,1990
Frutas e Companhia,Kumba,1990,1990
Frutas e Companhia,Roly,1990,1990
Frutas e Companhia,Pak,1990,1990
Frutas e Companhia,Thorny,1990,1990
Dogtanian and the Three Muskehounds,D'Artacan,1981,1982
Dogtanian and the Three Muskehounds,Juliet,1981,1982
Dogtanian and the Three Muskehounds,Dogos,1981,1982
Dogtanian and the Three Muskehounds,Pontos,1981,1982
Dogtanian and the Three Muskehounds,Rey Luis XIII,1981,1982
Dogtanian and the Three Muskehounds,Reina Ana de Austria,1981,1982
Dogtanian and the Three Muskehounds,Cardenal Richelieu,1981,1982
Dogtanian and the Three Muskehounds,Duque de Buckingham,1981,1982
Dogtanian and the Three Muskehounds,Sr. de Treville,1981,1982
Dogtanian and the Three Muskehounds,Pom,1981,1982
The Pink Panther,Pink Panther,1993,1996
The Pink Panther,Inspector,1993,1996
The Pink Panther,The Little Man,1993,1996
The Pink Panther,Aardvark,1993,1996
The Pink Panther,Duke,1993,1996
The Pink Panther,Commissioner,1993,1996
The Pink Panther,Lube,1993,1996
The Pink Panther,Thelma,1993,1996
The Pink Panther,Vinnie,1993,1996
The Pink Panther,Spartacus,1993,1996
Spider-Man,Donald Blake,1981,1982
Spider-Man,Colleen,1981,1982
Spider-Man,Robbie Robertson,1981,1982
Spider-Man,Aunt May Parker,1981,1982
Spider-Man,Hammerhead,1981,1982
Spider-Man,Betty Brant,1981,1982
Spider-Man,The Lizard,1981,1982
Spider-Man,Kraven the Hunter,1981,1982
Spider-Man,Captain America,1981,1982
Spider-Man,Ringmaster,1981,1982
Police Academy: The Animated Series,Carey Mahoney,1988,1989
Police Academy: The Animated Series,Carl Sweetchuck,1988,1989
Police Academy: The Animated Series,Debbie Callahan,1988,1989
Police Academy: The Animated Series,Eugene Tackleberry,1988,1989
Police Academy: The Animated Series,Larvelle Jones,1988,1989
Police Academy: The Animated Series,Captain Thaddeus Harris,1988,1989
Police Academy: The Animated Series,Commandant Eric Lassard,1988,1989
Police Academy: The Animated Series,Proctor,1988,1989
Police Academy: The Animated Series,Mademoiselle Diva,1988,1989
Police Academy: The Animated Series,The Fat Boys,1988,1989
Belle and Sebastian,Jean,1981,1982
Belle and Sebastian,Sebastian,1981,1982
Belle and Sebastian,César,1981,1982
Belle and Sebastian,Angelina,1981,1982
The Twisted Tales of Felix the Cat,Felix The Cat,1995,1997
The Twisted Tales of Felix the Cat,Rosco,1995,1997
The Twisted Tales of Felix the Cat,Skiddoo The Mouse,1995,1997
Wild West C.O.W.-Boys of Moo Mesa,Dakota Duke,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Cowlarado Kid,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Marshal Moo Montana,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Jacque Le Beefe,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Mayor Oscar Bulloney,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Lily Bovine,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,J.R.,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Boot Hill Buzzard,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Sheriff Terrorbull,1992,1994
Wild West C.O.W.-Boys of Moo Mesa,Cody Calf,1992,1994
Los trotamúsicos,"Koki, el gallo",1989,1989
Los trotamúsicos,"Lupo, el perro",1989,1989
Los trotamúsicos,"Burlón, el gato",1989,1989
Los trotamúsicos,"Tonto, el burro",1989,1989
Los trotamúsicos,"Chef, jefe de los ladrones",1989,1989
Los trotamúsicos,Bestia,1989,1989
Los trotamúsicos,Rat Ratter,1989,1989
Los trotamúsicos,Burgomaestre,1989,1989
Los trotamúsicos,Burgomaestra,1989,1989
Los trotamúsicos,Genio Ingenioso,1989,1989
Budgie the Little Helicopter,Budgie,1994,1994
Budgie the Little Helicopter,Lionel,1994,1994
Budgie the Little Helicopter,Smokey Controller,1994,1994
Budgie the Little Helicopter,Don,1994,1994
Budgie the Little Helicopter,Mrs. Kitchen,1994,1994
Budgie the Little Helicopter,Pippa,1994,1994
Budgie the Little Helicopter,Chuck,1994,1994
Budgie the Little Helicopter,Del,1994,1994
Budgie the Little Helicopter,Mike,1994,1994
Budgie the Little Helicopter,Ben Kitchen,1994,1994
Beast King GoLion,Akira 'Chief' Kogane,1981,1982
Beast King GoLion,Isamu 'Moody' Kurogane,1981,1982
Beast King GoLion,Tsuyoshi 'Hothead' Seidô,1981,1982
Beast King GoLion,Hiroshi 'Shorty' Suzuishi,1981,1982
Beast King GoLion,Emperor Daibazaal,1981,1982
Beast King GoLion,Princess Fala,1981,1982
Beast King GoLion,Raible the Strategist,1981,1982
Beast King GoLion,Hys the Senior Court Lady,1981,1982
Beast King GoLion,Imperial Prince Sincline,1981,1982
Beast King GoLion,Sub-Commander Gobra,1981,1982
The Plucky Duck Show,Plucky Duck,1992,1992
The Plucky Duck Show,Hamton J. Pig,1992,1992
The Plucky Duck Show,Buster Bunny,1992,1992
The Plucky Duck Show,Babs Bunny,1992,1992
The Plucky Duck Show,Bus Driver,1992,1992
The Plucky Duck Show,Elmyra Duff,1992,1992
The Plucky Duck Show,Shirley the Loon,1992,1992
The Plucky Duck Show,Chewcudda,1992,1992
The Plucky Duck Show,Foghorn Leghorn,1992,1992
The Plucky Duck Show,Montana Max,1992,1992
Samurai Warriors,Cye of the Torrent,1988,1995
Samurai Warriors,Naaza,1988,1995
Samurai Warriors,Kento of Hardrock,1988,1995
Samurai Warriors,Saranbo,1988,1995
Samurai Warriors,Ryo of the Wildfire,1988,1995
Samurai Warriors,Kayura,1988,1995
Samurai Warriors,Rajura,1988,1995
Samurai Warriors,Nasutei Yagiyu,1988,1995
Samurai Warriors,Sanada Ryo,1988,1995
Dragon Ball Z,Piccolo,1996,2003
Dragon Ball Z,Goku,1996,2003
Dragon Ball Z,Krillin,1996,2003
Dragon Ball Z,Vegeta,1996,2003
Dragon Ball Z,Gohan,1996,2003
Dragon Ball Z,Hercule,1996,2003
Dragon Ball Z,Bulma,1996,2003
Shurato,Shurato,1989,1990
Shurato,Lakshu,1989,1990
Shurato,Yasha-Oh Gai,1989,1990
Shurato,Sr. Hidaka,1989,1990
Shurato,Hyoga,1989,1990
Shurato,Leiga,1989,1990
Shurato,Shiva,1989,1990
Shurato,Nirihari de Rasetsu-Ten,1989,1990
Shurato,Kundalinih de Akumamyou,1989,1990
Shurato,Ryuuma,1989,1990
Monster Farm,Genki,1999,2001
Monster Farm,Mocchi,1999,2001
Monster Farm,Suezo,1999,2001
Monster Farm,Holly,1999,2001
Monster Farm,Gray Wolf,1999,2001
Monster Farm,Mocchii,1999,2001
Monster Farm,Big Blue,1999,2001
Monster Farm,Tiger of the Wind,1999,2001
Monster Farm,Hare,1999,2001
Excel Saga,Excel,1999,2001
Excel Saga,Il Palazzo,1999,2001
Excel Saga,Hyatt,1999,2001
Excel Saga,Pedro,1999,2001
Excel Saga,Norikuni Iwata,1999,2001
Excel Saga,Watanabe,1999,2001
Excel Saga,Iwata,1999,2001
Love Hina,Keitarô Urashima,2000,2001
Love Hina,Naru Narusegawa,2000,2001
Love Hina,Shinobu Maehara,2000,2001
Love Hina,Motoko Aoyama,2000,2001
Love Hina,Kaolla Su,2000,2001
Love Hina,Mitsune 'Kitsune' Konno,2000,2001
Love Hina,Haruka Urashima,2000,2001
Love Hina,Onsen Tamago,2000,2001
Love Hina,Masayuki Haitani,2000,2001
Love Hina,Kimiaki Shirai,2000,2001
Saint Seiya: Soul of Gold,Leo Aiolia,2015,2015
Saint Seiya: Soul of Gold,Aries Mu,2015,2015
Saint Seiya: Soul of Gold,Andreas Lise,2015,2015
Saint Seiya: Soul of Gold,Libra Dohko,2015,2015
Saint Seiya: Soul of Gold,Lyfia,2015,2015
Saint Seiya: Soul of Gold,Gullinbursti Frodi,2015,2015
Saint Seiya: Soul of Gold,Virgo Shaka,2015,2015
Saint Seiya: Soul of Gold,Granir Sigmund,2015,2015
Saint Seiya: Soul of Gold,Scorpio Milo,2015,2015
Saint Seiya: Soul of Gold,Taurus Aldebaran,2015,2015
Blade of the Immortal,Manji,2019,2019
Blade of the Immortal,Rin Asano,2019,2019
Blade of the Immortal,Kagehisa Anotsu,2019,2019
Blade of the Immortal,Sosuke Abayama,2019,2019
Blade of the Immortal,Taito Magatsu,2019,2019
Blade of the Immortal,Sabato Kuroi,2019,2019
Blade of the Immortal,Makie Otono-Tachibana,2019,2019
Blade of the Immortal,Eiku Shizuma,2019,2019
Blade of the Immortal,Habaki Kagimura,2019,2019
Blade of the Immortal,Ayame Burando,2019,2019
Rurouni Kenshin: Trust and Betrayal,Kenshin Himura,1999,1999
Rurouni Kenshin: Trust and Betrayal,Tomoe Yukishiro,1999,1999
Rurouni Kenshin: Trust and Betrayal,Enishi Yukishiro,1999,1999
Rurouni Kenshin: Trust and Betrayal,Shinta,1999,1999
Rurouni Kenshin: Trust and Betrayal,Seijûrô Hiko,1999,1999
Rurouni Kenshin: Trust and Betrayal,Kogorô Katsura,1999,1999
Rurouni Kenshin: Trust and Betrayal,Shinsaku Takasugi,1999,1999
Rurouni Kenshin: Trust and Betrayal,Îzuka,1999,1999
Rurouni Kenshin: Trust and Betrayal,Hajime Saitô,1999,1999
Rurouni Kenshin: Trust and Betrayal,Sôshi Okita,1999,1999
Detective Conan,Conan Edogawa,1996,1996
Detective Conan,Ran Mori,1996,1996
Detective Conan,Edogawa Conan,1996,1996
Detective Conan,Kogoro Mori,1996,1996
Detective Conan,Genta Kojima,1996,1996
Detective Conan,Inspector Juzo Megure,1996,1996
Detective Conan,Mori Ran,1996,1996
Detective Conan,Inspector Megure,1996,1996
Detective Conan,Ayumi Yoshida,1996,1996
Ouran High School Host Club,Haruhi Fujioka,2006,2006
Ouran High School Host Club,Tamaki Suou,2006,2006
Ouran High School Host Club,Kyouya Otori,2006,2006
Ouran High School Host Club,Kyoya Otori,2006,2006
Ouran High School Host Club,Hikaru Hitachiin,2006,2006
Ouran High School Host Club,Kaoru Hitachiin,2006,2006
Ouran High School Host Club,Mitsukuni Haninozuka,2006,2006
Ouran High School Host Club,Takashi Morinozuka,2006,2006
Baccano!,Dallas Genoard,2007,2008
Baccano!,Isaac Dian,2007,2008
Baccano!,Miria Harvent,2007,2008
Baccano!,Czeslaw Meyer,2007,2008
Baccano!,Ennis,2007,2008
Baccano!,Nick,2007,2008
Baccano!,Ladd Russo,2007,2008
Serial Experiments Lain,Lain Iwakura,1998,1998
Serial Experiments Lain,Mika Iwakura,1998,1998
Serial Experiments Lain,Arisu Mizuki,1998,1998
Serial Experiments Lain,Reika Yamamoto,1998,1998
Serial Experiments Lain,Juri Kato,1998,1998
The Melancholy of Haruhi Suzumiya,Kyon,2006,2009
The Melancholy of Haruhi Suzumiya,Haruhi Suzumiya,2006,2009
The Melancholy of Haruhi Suzumiya,Yuki Nagato,2006,2009
The Melancholy of Haruhi Suzumiya,Mikuru Asahira,2006,2009
The Melancholy of Haruhi Suzumiya,Yuki,2006,2009
The Melancholy of Haruhi Suzumiya,Itsuki Koizumi,2006,2009
The Melancholy of Haruhi Suzumiya,Mikuru Asahina,2006,2009
Soul Eater,Maka Albarn,2008,2009
Soul Eater,Soul Eater,2008,2009
Soul Eater,Black Star,2008,2009
Soul Eater,Death the Kid,2008,2009
Soul Eater,Tsubaki Nakatsukasa,2008,2009
Angel Beats!,Yuzuru Otonashi,2010,2010
Angel Beats!,Yuri Nakamura,2010,2010
Angel Beats!,Kanade 'Angel' Tachibana,2010,2010
Angel Beats!,Hinata,2010,2010
Angel Beats!,Noda,2010,2010
Angel Beats!,Fujimaki,2010,2010
Sailor Moon,Lita,1995,2000
Sailor Moon,Luna,1995,2000
Sailor Moon,Raye,1995,2000
Sailor Moon,Artemis,1995,2000
Sailor Moon,Mina,1995,2000
Sailor Moon,Darien,1995,2000
Sailor Moon,Amy,1995,2000
Sailor Moon,Sailor Moon,1995,2000
The ABC Saturday Superstar Movie,Hero,1972,1974
The ABC Saturday Superstar Movie,Butcher,1972,1974
The ABC Saturday Superstar Movie,Aunt Henrietta,1972,1974
The ABC Saturday Superstar Movie,Professor Harold Everett,1972,1974
The ABC Saturday Superstar Movie,Mrs. Wonder,1972,1974
The ABC Saturday Superstar Movie,Hagatha,1972,1974
The ABC Saturday Superstar Movie,Baba Looey,1972,1974
The ABC Saturday Superstar Movie,Alan Airedale,1972,1974
The ABC Saturday Superstar Movie,Fishmonger,1972,1974
The ABC Saturday Superstar Movie,Alexander Bumstead,1972,1974
Galaxy Goof-Ups,Scare Bear,1978,1978
Galaxy Goof-Ups,Quack-Up,1978,1978
Galaxy Goof-Ups,Yogi Bear,1978,1978
Galaxy Goof-Ups,Captain Snerdley,1978,1978
Godzilla,Godzilla,1978,1980
Godzilla,Captain Carl Majors,1978,1980
Godzilla,Pete,1978,1980
Godzilla,Brock,1978,1980
Godzilla,Godzooky,1978,1980
Godzilla,Dr. Quinn Darien,1978,1980
Groovie Goolies,Batso,1970,1971
Groovie Goolies,Dr. Jekyll,1970,1971
Groovie Goolies,Drac,1970,1971
Groovie Goolies,Bella La Ghostly,1970,1971
Groovie Goolies,Ghost,1970,1971
The Hardy Boys,Tony,1969,1971
The Hardy Boys,Fenton Hardy,1969,1971
The Hardy Boys,Chubby Morton,1969,1971
The Hardy Boys,Aunt Gertrude,1969,1971
The Plastic Man Comedy/Adventure Show,Hula Hula,1979,1979
The Plastic Man Comedy/Adventure Show,Plastic Man,1979,1979
The Plastic Man Comedy/Adventure Show,Chief,1979,1979
Sabrina the Teenage Witch,Sabrina Spellman,1971,1974
Sabrina the Teenage Witch,Archie Andrews,1971,1974
Sabrina the Teenage Witch,Jughead Jones,1971,1974
Sabrina the Teenage Witch,Reggie Mantle,1971,1974
Sabrina the Teenage Witch,Harvey Kinkle,1971,1974
Sabrina the Teenage Witch,Drac,1971,1974
Sabrina the Teenage Witch,Batso,1971,1974
Sabrina the Teenage Witch,Ophelia,1971,1974
Archie's TV Funnies,Reggie Mantle,1971,1973
Archie's TV Funnies,Archie Andrews,1971,1973
Archie's TV Funnies,Hot Dog,1971,1973
Archie's TV Funnies,Betty Cooper,1971,1973
Around the World in Eighty Days,Phileas Fogg,1972,1973
Around the World in Eighty Days,Jean Passepartout,1972,1973
Around the World in Eighty Days,Mr. Fix,1972,1973
Around the World in Eighty Days,Belinda Maze,1972,1973
Around the World in Eighty Days,Lord Maze,1972,1973
Hot Wheels,Doc Warren,1969,1969
Hot Wheels,Janet Martin,1969,1969
